"region_key","motif","score"
"NC_058368.1:81860072-81860371","ESRRA",11.4218972298994
"NC_058368.1:82219458-82219757","ESRRA",10.6098323561857
"NC_058368.1:88102509-88102808","ESRRA",10.2272838212703
"NC_058368.1:89595719-89596018","ESRRA",10.6010469886922
"NC_058368.1:91330644-91330943","ESRRB",12.4806092726232
"NC_058368.1:91330644-91330943","ESRRA",15.7970654225638
"NC_058368.1:91574674-91574973","ESRRA",10.3243905349116
"NC_058368.1:9191911-9192210","ESRRA",12.4287409544423
"NC_058368.1:9191911-9192210","ESRRB",10.8821695277256
"NC_058368.1:92090830-92091129","ESRRA",10.8739349348503
"NC_058368.1:92676594-92676893","ESRRA",10.740479713975
"NC_058369.1:104168602-104168901","ESRRA",10.7408683255895
"NC_058369.1:11347761-11348060","ESRRA",10.4672138896745
"NC_058369.1:11361337-11361636","ESRRA",10.3337601151335
"NC_058369.1:11508283-11508582","ESRRA",10.9162631342214
"NC_058369.1:118973814-118974113","ESRRA",10.3707142263828
"NC_058369.1:121663753-121664052","ESRRA",12.4820906986399
"NC_058369.1:122358032-122358331","ESRRA",10.4224309933693
"NC_058369.1:123952994-123953293","ESRRA",10.7380643905141
"NC_058369.1:12468786-12469085","ESRRA",10.0293307586527
"NC_058369.1:134955162-134955461","ESRRA",10.1077390852337
"NC_058369.1:1355011-1355310","ESRRA",11.4328617339071
"NC_058369.1:13529553-13529852","ESRRA",11.7870648735401
"NC_058369.1:13589051-13589350","ESRRA",10.7205250851678
"NC_058369.1:13641024-13641323","ESRRB",15.6339346451711
"NC_058369.1:13641024-13641323","ESRRA",13.2804726711006
"NC_058369.1:14339891-14340190","ESRRB",13.4509483516272
"NC_058369.1:14339891-14340190","ESRRA",12.145478128558
"NC_058369.1:144212587-144212886","ESRRA",11.0636206583764
"NC_058369.1:14669299-14669598","ESRRA",12.009850192779
"NC_058369.1:150001250-150001549","ESRRA",11.6841602305675
"NC_058369.1:150001250-150001549","ESRRB",11.5873955725293
"NC_058369.1:150001250-150001549","ESRRA",10.0564473750507
"NC_058369.1:150135471-150135770","ESRRA",12.0395042505262
"NC_058369.1:1522036-1522335","ESRRB",10.5452225097187
"NC_058369.1:1522036-1522335","ESRRA",13.777167197132
"NC_058369.1:153332907-153333206","ESRRA",10.3184206721949
"NC_058369.1:155168247-155168546","ESRRA",10.3881316109099
"NC_058369.1:156831236-156831535","ESRRA",10.3405575343841
"NC_058369.1:157140233-157140532","ESRRA",14.2477898740016
"NC_058369.1:157140233-157140532","ESRRB",13.813593487894
"NC_058369.1:15808843-15809142","ESRRA",10.567080115745
"NC_058369.1:161929124-161929423","ESRRA",10.7077576922775
"NC_058369.1:163006958-163007257","ESRRA",10.5229869716935
"NC_058369.1:17872651-17872950","ESRRA",10.4672138896745
"NC_058369.1:18296547-18296846","ESRRA",10.9960883818295
"NC_058369.1:18311068-18311367","ESRRB",17.111001493236
"NC_058369.1:18311068-18311367","ESRRA",16.9927106766893
"NC_058369.1:18409778-18410077","ESRRA",10.5649712640261
"NC_058369.1:18409778-18410077","ESRRA",12.5407137678237
"NC_058369.1:19261282-19261581","ESRRA",11.1852291593419
"NC_058369.1:19560241-19560540","ESRRA",10.7542003682077
"NC_058369.1:20455785-20456084","ESRRA",11.1701220852705
"NC_058369.1:22550941-22551240","ESRRA",10.3578605421679
"NC_058369.1:229262-229561","ESRRA",13.1743842782352
"NC_058369.1:229262-229561","ESRRB",10.0818483564412
"NC_058369.1:26855952-26856251","ESRRA",10.0823320793321
"NC_058369.1:2868943-2869242","ESRRA",10.0369546233444
"NC_058369.1:3079698-3079997","ESRRA",16.4627963962407
"NC_058369.1:3079698-3079997","ESRRB",16.5371763647967
"NC_058369.1:3360812-3361111","ESRRA",10.260732286776
"NC_058369.1:3565799-3566098","ESRRA",11.8480845898357
"NC_058369.1:46819268-46819567","ESRRA",10.238990362108
"NC_058369.1:486078-486377","ESRRA",12.6556915755518
"NC_058369.1:501157-501456","ESRRA",10.3975936372261
"NC_058369.1:50811591-50811890","ESRRA",10.5311988329484
"NC_058369.1:50811591-50811890","ESRRB",12.1256882100845
"NC_058369.1:50811591-50811890","ESRRA",16.0337023128178
"NC_058369.1:51953652-51953951","ESRRA",17.4815151778978
"NC_058369.1:51953652-51953951","ESRRB",16.5881120603457
"NC_058369.1:53942372-53942671","ESRRA",10.0613272125164
"NC_058369.1:5460069-5460368","ESRRB",11.3398856598931
"NC_058369.1:5460069-5460368","ESRRA",14.5304026870717
"NC_058369.1:5481194-5481493","ESRRA",10.384065568392
"NC_058369.1:5481194-5481493","ESRRA",10.1363429089321
"NC_058369.1:5481194-5481493","ESRRA",10.9019268734401
"NC_058369.1:5481194-5481493","ESRRA",11.1068344726279
"NC_058369.1:55397941-55398240","ESRRA",10.567080115745
"NC_058369.1:55445700-55445999","ESRRA",16.4081095821315
"NC_058369.1:55445700-55445999","ESRRB",12.8563669288929
"NC_058369.1:5573033-5573332","ESRRA",15.5472336402599
"NC_058369.1:5573033-5573332","ESRRB",13.6510300790672
"NC_058369.1:57115299-57115598","ESRRB",13.6510300790672
"NC_058369.1:57115299-57115598","ESRRA",15.9023566789029
"NC_058369.1:57639950-57640249","ESRRA",10.9991757704776
"NC_058369.1:608278-608577","ESRRA",10.5318788448154
"NC_058369.1:61678912-61679211","ESRRA",11.2935564769331
"NC_058369.1:656699-656998","ESRRB",16.5881120603457
"NC_058369.1:656699-656998","ESRRA",17.4815151778978
"NC_058369.1:65784323-65784622","ESRRA",10.5623448949438
"NC_058369.1:685635-685934","ESRRB",14.3518861254492
"NC_058369.1:685635-685934","ESRRA",16.860754624391
"NC_058369.1:6988774-6989073","ESRRA",10.1775849850723
"NC_058369.1:74548411-74548710","ESRRA",10.8678636541569
"NC_058369.1:7796378-7796677","ESRRA",10.093809652322
"NC_058369.1:7802756-7803055","ESRRA",10.5216203493794
"NC_058369.1:788558-788857","ESRRA",16.3562120198809
"NC_058369.1:788558-788857","ESRRB",15.0825648442576
"NC_058369.1:7971244-7971543","ESRRA",10.9927714921869
"NC_058369.1:8605440-8605739","ESRRA",10.5339562877201
"NC_058369.1:8669042-8669341","ESRRA",11.4887822300095
"NC_058369.1:92198842-92199141","ESRRA",10.9582830891659
"NC_058369.1:9858347-9858646","ESRRA",11.2183062750597
"NC_058369.1:98649155-98649454","ESRRA",11.1059503039506
"NC_058369.1:98649155-98649454","ESRRB",12.9481597774147
"NC_058369.1:9942755-9943054","ESRRA",10.7164167325455
"NC_058370.1:102498793-102499092","ESRRA",10.5020327572532
"NC_058370.1:104589117-104589416","ESRRA",15.0113291654954
"NC_058370.1:104589117-104589416","ESRRB",12.4164993625448
"NC_058370.1:104641468-104641767","ESRRA",10.4400291731604
"NC_058370.1:104641468-104641767","ESRRB",13.2752724227975
"NC_058370.1:104641468-104641767","ESRRA",15.2408429606339
"NC_058370.1:105542838-105543137","ESRRA",12.1781026368593
"NC_058370.1:110103355-110103654","ESRRA",10.8739349348503
"NC_058370.1:118331823-118332122","ESRRA",10.2652796358117
"NC_058370.1:119399815-119400114","ESRRA",10.6555359505107
"NC_058370.1:119486169-119486468","ESRRA",11.0268558311762
"NC_058370.1:124876072-124876371","ESRRA",11.3204227830758
"NC_058370.1:131982953-131983252","ESRRA",11.1287558557021
"NC_058370.1:138186372-138186671","ESRRA",10.1522150653193
"NC_058370.1:139433810-139434109","ESRRA",10.5492668924838
"NC_058370.1:14435628-14435927","ESRRA",10.0537534488798
"NC_058370.1:18855309-18855608","ESRRA",11.213731229325
"NC_058370.1:25378639-25378938","ESRRA",10.9508741090604
"NC_058370.1:25531272-25531571","ESRRB",12.8563669288929
"NC_058370.1:25531272-25531571","ESRRA",15.3658318519876
"NC_058370.1:25576179-25576478","ESRRA",10.6531607669632
"NC_058370.1:25608846-25609145","ESRRB",14.7276437817189
"NC_058370.1:25608846-25609145","ESRRA",17.0704378488275
"NC_058370.1:28754349-28754648","ESRRB",13.3683223088714
"NC_058370.1:28754349-28754648","ESRRA",13.6398897648276
"NC_058370.1:29453090-29453389","ESRRA",11.2550938064444
"NC_058370.1:29866306-29866605","ESRRA",16.8120968863451
"NC_058370.1:29866306-29866605","ESRRB",14.7276437817189
"NC_058370.1:30448432-30448731","ESRRA",10.4603457515312
"NC_058370.1:31133095-31133394","ESRRA",10.2130705252431
"NC_058370.1:36053729-36054028","ESRRA",10.0446299246424
"NC_058370.1:42949072-42949371","ESRRA",10.0166572164093
"NC_058370.1:4333733-4334032","ESRRB",15.877227994432
"NC_058370.1:4333733-4334032","ESRRA",17.1094475098207
"NC_058370.1:4345213-4345512","ESRRA",10.8290803323958
"NC_058370.1:44965930-44966229","ESRRB",11.0490745074327
"NC_058370.1:44965930-44966229","ESRRA",14.0329091655578
"NC_058370.1:46047837-46048136","ESRRB",11.7599585733465
"NC_058370.1:46047837-46048136","ESRRA",14.7600998722779
"NC_058370.1:49901189-49901488","ESRRA",10.7836382099344
"NC_058370.1:5581605-5581904","ESRRB",10.72196186205
"NC_058370.1:5581605-5581904","ESRRA",10.4610109512987
"NC_058370.1:58808480-58808779","ESRRA",11.2918447160051
"NC_058370.1:62624358-62624657","ESRRB",13.6510300790672
"NC_058370.1:62624358-62624657","ESRRA",15.8535814692289
"NC_058370.1:64041449-64041748","ESRRA",11.1975999580914
"NC_058370.1:85369640-85369939","ESRRA",10.3427332390503
"NC_058370.1:8660161-8660460","ESRRA",11.8232581650307
"NC_058370.1:94518159-94518458","ESRRB",10.4788138334944
"NC_058370.1:94518159-94518458","ESRRA",11.6021635343394
"NC_058370.1:99907706-99908005","ESRRA",11.4002724315309
"NC_058371.1:102176338-102176637","ESRRA",13.2317414301024
"NC_058371.1:102176338-102176637","ESRRB",10.2544113572584
"NC_058371.1:102176338-102176637","ESRRA",10.819088444483
"NC_058371.1:103053175-103053474","ESRRA",10.5177116961343
"NC_058371.1:104568138-104568437","ESRRA",10.0904235086365
"NC_058371.1:110584382-110584681","ESRRA",10.9508741090604
"NC_058371.1:133114823-133115122","ESRRA",10.6292455339354
"NC_058371.1:138783022-138783321","ESRRA",10.8313293730238
"NC_058371.1:140862798-140863097","ESRRA",11.4732465042774
"NC_058371.1:143701225-143701524","ESRRA",10.2225507471597
"NC_058371.1:169949914-169950213","ESRRA",10.6382246362479
"NC_058371.1:184270670-184270969","ESRRA",10.2525110024809
"NC_058371.1:187397441-187397740","ESRRA",10.1375552160776
"NC_058371.1:201053130-201053429","ESRRB",10.6210883792514
"NC_058371.1:201053130-201053429","ESRRA",10.7329201500695
"NC_058371.1:201099482-201099781","ESRRB",12.1256882100845
"NC_058371.1:201099482-201099781","ESRRA",15.1272996451068
"NC_058371.1:202243781-202244080","ESRRB",12.8563669288929
"NC_058371.1:202243781-202244080","ESRRA",16.1497686196491
"NC_058371.1:203282043-203282342","ESRRA",12.3681951504728
"NC_058371.1:203282043-203282342","ESRRB",14.5573209425194
"NC_058371.1:203677386-203677685","ESRRB",14.7276437817189
"NC_058371.1:203677386-203677685","ESRRA",17.0704378488275
"NC_058371.1:203723231-203723530","ESRRB",14.3619141449809
"NC_058371.1:203723231-203723530","ESRRA",16.2256491373061
"NC_058371.1:20988885-20989184","ESRRA",10.7836382099344
"NC_058371.1:263007-263306","ESRRA",11.8255169114019
"NC_058371.1:27387008-27387307","ESRRA",10.5912414929649
"NC_058371.1:31714154-31714453","ESRRA",10.384065568392
"NC_058371.1:32591159-32591458","ESRRA",10.7315238062179
"NC_058371.1:34733937-34734236","ESRRA",10.798252257306
"NC_058371.1:39814453-39814752","ESRRA",10.2539348675255
"NC_058371.1:44830113-44830412","ESRRA",10.9872086479641
"NC_058371.1:49038080-49038379","ESRRA",10.7844245851688
"NC_058371.1:50815549-50815848","ESRRA",10.800281058603
"NC_058371.1:52299151-52299450","ESRRA",10.4316637643881
"NC_058371.1:52840571-52840870","ESRRA",14.9178855344637
"NC_058371.1:52840571-52840870","ESRRB",14.3619141449809
"NC_058371.1:6803168-6803467","ESRRA",10.6539017893639
"NC_058371.1:73812801-73813100","ESRRA",10.8538457570403
"NC_058371.1:74870194-74870493","ESRRA",10.0310139999057
"NC_058371.1:85379842-85380141","ESRRA",11.2851967992445
"NC_058371.1:86680559-86680858","ESRRB",11.5873955725293
"NC_058371.1:86680559-86680858","ESRRA",12.5143348947173
"NC_058372.1:104652238-104652537","ESRRA",11.7497495615742
"NC_058372.1:112503632-112503931","ESRRA",11.9321012877617
"NC_058372.1:119558477-119558776","ESRRA",10.6794762561133
"NC_058372.1:121409771-121410070","ESRRA",10.0920018133734
"NC_058372.1:123143739-123144038","ESRRA",10.2539348675255
"NC_058372.1:141354411-141354710","ESRRA",12.1923106376044
"NC_058372.1:147956593-147956892","ESRRA",12.2219646953516
"NC_058372.1:148925930-148926229","ESRRA",15.930520643439
"NC_058372.1:148925930-148926229","ESRRB",12.8563669288929
"NC_058372.1:150114890-150115189","ESRRB",10.72196186205
"NC_058372.1:150114890-150115189","ESRRA",10.9385998899911
"NC_058372.1:2182086-2182385","ESRRA",10.3861853176089
"NC_058372.1:2246676-2246975","ESRRB",11.5873955725293
"NC_058372.1:2246676-2246975","ESRRA",10.8985291138787
"NC_058372.1:25573782-25574081","ESRRA",14.2828584194896
"NC_058372.1:25573782-25574081","ESRRB",10.2544113572584
"NC_058372.1:2708413-2708712","ESRRA",11.358221432074
"NC_058372.1:2727362-2727661","ESRRA",11.229408382441
"NC_058372.1:2764606-2764905","ESRRA",11.358221432074
"NC_058372.1:29283710-29284009","ESRRA",11.5823158223356
"NC_058372.1:29283710-29284009","ESRRA",10.520815542392
"NC_058372.1:30002857-30003156","ESRRA",10.6832601047769
"NC_058372.1:30855853-30856152","ESRRB",10.2544113572584
"NC_058372.1:30855853-30856152","ESRRA",14.9425603171033
"NC_058372.1:31870498-31870797","ESRRA",10.1769956933154
"NC_058372.1:3259010-3259309","ESRRA",10.1992087687605
"NC_058372.1:3661359-3661658","ESRRA",11.358221432074
"NC_058372.1:3671845-3672144","ESRRA",11.358221432074
"NC_058372.1:3673147-3673446","ESRRA",10.567080115745
"NC_058372.1:3678621-3678920","ESRRA",10.567080115745
"NC_058372.1:3770046-3770345","ESRRA",10.567080115745
"NC_058372.1:3834939-3835238","ESRRA",11.358221432074
"NC_058372.1:3847143-3847442","ESRRA",11.229408382441
"NC_058372.1:3852098-3852397","ESRRA",13.9201871697809
"NC_058372.1:3852098-3852397","ESRRB",10.5452225097187
"NC_058372.1:3935337-3935636","ESRRA",10.4731075366286
"NC_058372.1:40991050-40991349","ESRRA",10.8972203408566
"NC_058372.1:42237597-42237896","ESRRA",11.2370404302679
"NC_058372.1:54469932-54470231","ESRRA",11.7179318758576
"NC_058372.1:54469932-54470231","ESRRB",11.6306071943501
"NC_058372.1:63589010-63589309","ESRRA",10.9508741090604
"NC_058372.1:67581084-67581383","ESRRA",10.0903675830904
"NC_058372.1:68081356-68081655","ESRRA",12.0395042505262
"NC_058372.1:7914575-7914874","ESRRA",10.8722728156928
"NC_058372.1:86828422-86828721","ESRRA",11.5308642194834
"NC_058372.1:89220968-89221267","ESRRB",10.8845252708768
"NC_058372.1:96154043-96154342","ESRRB",18.4084532176228
"NC_058372.1:96154043-96154342","ESRRA",16.7725389374793
"NC_058372.1:97250295-97250594","ESRRA",11.2183062750597
"NC_058372.1:99883537-99883836","ESRRA",12.0907913144488
"NC_058373.1:105061156-105061455","ESRRA",11.2123073642804
"NC_058373.1:106168953-106169252","ESRRA",12.1895355123795
"NC_058373.1:106168953-106169252","ESRRB",14.6041023069343
"NC_058373.1:106571088-106571387","ESRRA",10.8171888739088
"NC_058373.1:107736795-107737094","ESRRA",11.1324144910562
"NC_058373.1:109747472-109747771","ESRRA",10.0386434180139
"NC_058373.1:110499007-110499306","ESRRB",11.2247504362624
"NC_058373.1:110499007-110499306","ESRRA",10.1056753203047
"NC_058373.1:113273200-113273499","ESRRA",12.7097303834005
"NC_058373.1:117995140-117995439","ESRRA",11.9175959590281
"NC_058373.1:118270086-118270385","ESRRA",10.3902747154644
"NC_058373.1:1191410-1191709","ESRRA",11.7682593422276
"NC_058373.1:121601297-121601596","ESRRA",10.3399474211206
"NC_058373.1:122309187-122309486","ESRRB",12.941395294694
"NC_058373.1:122309187-122309486","ESRRA",14.680478155761
"NC_058373.1:139161234-139161533","ESRRA",10.9364445970127
"NC_058373.1:144224925-144225224","ESRRA",10.011245286692
"NC_058373.1:144224925-144225224","ESRRA",10.633024072115
"NC_058373.1:144224925-144225224","ESRRB",13.7626577923451
"NC_058373.1:144224925-144225224","ESRRA",12.3972020791673
"NC_058373.1:144733055-144733354","ESRRA",10.1769956933154
"NC_058373.1:145066767-145067066","ESRRA",15.5561133741253
"NC_058373.1:145066767-145067066","ESRRB",12.1256882100845
"NC_058373.1:145585339-145585638","ESRRB",12.8563669288929
"NC_058373.1:145585339-145585638","ESRRA",16.4081095821315
"NC_058373.1:146116093-146116392","ESRRA",15.1650109344301
"NC_058373.1:146116093-146116392","ESRRB",14.8848035778712
"NC_058373.1:17087974-17088273","ESRRA",11.2892465384905
"NC_058373.1:17087974-17088273","ESRRA",11.2892465384905
"NC_058373.1:2125846-2126145","ESRRA",10.7315238062179
"NC_058373.1:23100385-23100684","ESRRA",11.6227672556936
"NC_058373.1:29171757-29172056","ESRRA",11.3881924071517
"NC_058373.1:31218841-31219140","ESRRA",10.0351516768215
"NC_058373.1:33466955-33467254","ESRRB",12.524729962407
"NC_058373.1:33466955-33467254","ESRRA",12.939436562632
"NC_058373.1:33466955-33467254","ESRRB",15.6339346451711
"NC_058373.1:33466955-33467254","ESRRA",13.5850515300714
"NC_058373.1:37815939-37816238","ESRRB",10.2544113572584
"NC_058373.1:37815939-37816238","ESRRA",15.3713740461218
"NC_058373.1:37815939-37816238","ESRRB",12.9481597774147
"NC_058373.1:37815939-37816238","ESRRA",12.1944659305829
"NC_058373.1:38714421-38714720","ESRRA",12.6556915755518
"NC_058373.1:40056503-40056802","ESRRA",10.9629674465857
"NC_058373.1:40844772-40845071","ESRRA",10.6478293772784
"NC_058373.1:40943132-40943431","ESRRA",11.0446690544375
"NC_058373.1:45284738-45285037","ESRRA",15.5009957437716
"NC_058373.1:45284738-45285037","ESRRB",13.6510300790672
"NC_058373.1:511122-511421","ESRRB",12.8563669288929
"NC_058373.1:511122-511421","ESRRA",15.930520643439
"NC_058373.1:5126703-5127002","ESRRB",13.2752724227975
"NC_058373.1:5126703-5127002","ESRRA",15.4617852858713
"NC_058373.1:520188-520487","ESRRB",12.8563669288929
"NC_058373.1:520188-520487","ESRRA",15.979295853113
"NC_058373.1:52092447-52092746","ESRRB",11.5364598769803
"NC_058373.1:52092447-52092746","ESRRA",11.1430303876028
"NC_058373.1:54902790-54903089","ESRRA",11.2966773831755
"NC_058373.1:58742963-58743262","ESRRA",16.286501081166
"NC_058373.1:58742963-58743262","ESRRB",14.7276437817189
"NC_058373.1:60077019-60077318","ESRRA",10.8495824554473
"NC_058373.1:61502470-61502769","ESRRB",14.179323124632
"NC_058373.1:61502470-61502769","ESRRA",13.7848149826806
"NC_058373.1:62880041-62880340","ESRRA",11.231191139578
"NC_058373.1:6879543-6879842","ESRRA",11.3025598352958
"NC_058373.1:69642791-69643090","ESRRA",10.8538457570403
"NC_058373.1:73911052-73911351","ESRRA",10.5399112948236
"NC_058373.1:74624781-74625080","ESRRA",14.9161911854365
"NC_058373.1:74624781-74625080","ESRRB",14.3619141449809
"NC_058373.1:80853214-80853513","ESRRA",11.8717213660107
"NC_058373.1:86286322-86286621","ESRRA",10.7529459651731
"NC_058374.1:108354654-108354953","ESRRA",10.5280467679241
"NC_058374.1:110130313-110130612","ESRRA",12.1009998160179
"NC_058374.1:116324839-116325138","ESRRA",11.2914972301009
"NC_058374.1:120732105-120732404","ESRRA",10.0028500353695
"NC_058374.1:123979213-123979512","ESRRA",11.1712515297386
"NC_058374.1:126164567-126164866","ESRRA",11.7116818448336
"NC_058374.1:127163899-127164198","ESRRA",12.9471862086093
"NC_058374.1:127619580-127619879","ESRRA",10.8751825759185
"NC_058374.1:130524610-130524909","ESRRA",10.0660122549879
"NC_058374.1:131084830-131085129","ESRRA",10.1141024467537
"NC_058374.1:131483413-131483712","ESRRA",11.2359443047702
"NC_058374.1:132530453-132530752","ESRRA",10.1769956933154
"NC_058374.1:134574653-134574952","ESRRA",10.9162631342214
"NC_058374.1:134649213-134649512","ESRRA",10.2128543092226
"NC_058374.1:135160018-135160317","ESRRA",12.0907913144488
"NC_058374.1:136615219-136615518","ESRRA",16.4081095821315
"NC_058374.1:136615219-136615518","ESRRB",12.8563669288929
"NC_058374.1:136731313-136731612","ESRRA",11.2460026029274
"NC_058374.1:137667152-137667451","ESRRA",11.0291073004897
"NC_058374.1:137667152-137667451","ESRRA",10.4742117620196
"NC_058374.1:141390393-141390692","ESRRA",11.7682593422276
"NC_058374.1:14593136-14593435","ESRRA",10.2092670669177
"NC_058374.1:22250218-22250517","ESRRA",10.396504653489
"NC_058374.1:25221976-25222275","ESRRA",11.2506135930652
"NC_058374.1:27974956-27975255","ESRRA",16.8120968863451
"NC_058374.1:27974956-27975255","ESRRB",14.7276437817189
"NC_058374.1:32744905-32745204","ESRRA",11.1082899851318
"NC_058374.1:41784327-41784626","ESRRA",13.9581553442891
"NC_058374.1:41784327-41784626","ESRRB",12.575665657956
"NC_058374.1:42253843-42254142","ESRRA",12.5979380228831
"NC_058374.1:76925031-76925330","ESRRA",10.740479713975
"NC_058374.1:82764277-82764576","ESRRA",10.9409707514757
"NC_058374.1:83066487-83066786","ESRRA",10.6288886090006
"NC_058374.1:83066487-83066786","ESRRB",13.6510300790672
"NC_058374.1:83066487-83066786","ESRRA",15.6440157164205
"NC_058374.1:83146126-83146425","ESRRA",10.276659808478
"NC_058374.1:83584178-83584477","ESRRA",10.4211352936309
"NC_058374.1:89594691-89594990","ESRRA",10.4644449185277
"NC_058374.1:93298978-93299277","ESRRA",10.60737958712
"NC_058374.1:950335-950634","ESRRA",11.1874889612221
"NC_058375.1:104211361-104211660","ESRRA",10.7076402206495
"NC_058375.1:104629667-104629966","ESRRA",11.358221432074
"NC_058375.1:104985288-104985587","ESRRA",10.9604389889976
"NC_058375.1:105424671-105424970","ESRRA",12.4250452870248
"NC_058375.1:105424671-105424970","ESRRB",10.8400839874633
"NC_058375.1:105677195-105677494","ESRRA",10.4831036351415
"NC_058375.1:110730101-110730400","ESRRA",12.6556915755518
"NC_058375.1:111514523-111514822","ESRRA",10.0506857588685
"NC_058375.1:118844688-118844987","ESRRA",10.0428175430261
"NC_058375.1:1302233-1302532","ESRRA",10.8891594805498
"NC_058375.1:13363475-13363774","ESRRB",14.7276437817189
"NC_058375.1:13363475-13363774","ESRRA",16.8120968863451
"NC_058375.1:147142805-147143104","ESRRA",12.1492638422242
"NC_058375.1:147142805-147143104","ESRRB",11.0481794791645
"NC_058375.1:149225064-149225363","ESRRA",10.7258641404557
"NC_058375.1:14950403-14950702","ESRRB",13.9861564887112
"NC_058375.1:14950403-14950702","ESRRA",16.4447796418882
"NC_058375.1:158465656-158465955","ESRRA",10.0475717558337
"NC_058375.1:162116163-162116462","ESRRA",11.2488871501777
"NC_058375.1:163381315-163381614","ESRRA",12.2496172633975
"NC_058375.1:164355684-164355983","ESRRA",15.8535814692289
"NC_058375.1:164355684-164355983","ESRRB",13.6510300790672
"NC_058375.1:166068524-166068823","ESRRA",11.0200552219835
"NC_058375.1:166140266-166140565","ESRRA",10.3417079555451
"NC_058375.1:17161501-17161800","ESRRB",14.8848035778712
"NC_058375.1:17161501-17161800","ESRRA",15.7368446360975
"NC_058375.1:17426991-17427290","ESRRA",13.2290710923444
"NC_058375.1:17426991-17427290","ESRRB",13.7626577923451
"NC_058375.1:188700124-188700423","ESRRA",10.6928577840587
"NC_058375.1:191681872-191682171","ESRRA",13.0917854382629
"NC_058375.1:191681872-191682171","ESRRB",13.1027094219803
"NC_058375.1:191681872-191682171","ESRRA",11.1188346362834
"NC_058375.1:200390020-200390319","ESRRA",10.4718504390592
"NC_058375.1:202058575-202058874","ESRRA",12.7024994810352
"NC_058375.1:202058575-202058874","ESRRB",14.0792063747852
"NC_058375.1:202058575-202058874","ESRRA",16.2256491373061
"NC_058375.1:202058575-202058874","ESRRB",14.3619141449809
"NC_058375.1:20213767-20214066","ESRRA",11.0483961126769
"NC_058375.1:20711613-20711912","ESRRA",10.1222695945505
"NC_058375.1:20800423-20800722","ESRRA",10.6292455339354
"NC_058375.1:210012421-210012720","ESRRB",17.3318395149711
